INFO:root:Bryce's Linux Server Acct | Pypy v7.2.0
INFO:root:random seed is 1576603345
INFO:root:move: whiteB moved B@f6
INFO:root:move: blackA moved P@e2
INFO:root:move: blackB moved e7d7
INFO:root:move: whiteA moved N@d5
INFO:root:move: whiteB moved f3e5
INFO:root:move: blackA moved f6d5
INFO:root:move: blackB moved d7c8
INFO:root:move: whiteA moved P@f6
INFO:root:move: whiteB moved N@e7
INFO:root:move: blackA moved d5f6
INFO:root:move: blackB moved c8d8
INFO:root:move: whiteA moved f3e2
INFO:root:move: whiteB moved e5f7
INFO:root:move: blackA moved f4g3
INFO:root:move: blackB moved d8e8
INFO:root:move: whiteA moved P@d7
INFO:root:move: whiteB moved N@d6
INFO:root:move: blackA moved g3h2
INFO:root:move: blackB moved c7d6
INFO:root:Unidentified agent divider 
Move number 1 
Total States for game: 0
Max branching factor for game: 6.684056837533427
Average states per move for game: 0.0
Average eval function execution time for game: 1.3372224414038038e-06
Eval function execution count: 1996
States for current turn: 0
Current turn branching factor: 6.684056837533427
Current turn eval function time: 0.002669095993041992
Current turn eval function count: 1996
Current turn eval function average time: 1.3372224414038038e-06

Move number 2 
Total States for game: 0
Max branching factor for game: 6.684056837533427
Average states per move for game: 0.0
Average eval function execution time for game: 9.986370832429572e-07
Eval function execution count: 3908
States for current turn: 0
Current turn branching factor: 6.612595724687159
Current turn eval function time: 0.0012335777282714844
Current turn eval function count: 1912
Current turn eval function average time: 6.451766361252533e-07

Move number 3 
Total States for game: 0
Max branching factor for game: 7.6511818834089675
Average states per move for game: 0.0
Average eval function execution time for game: 6.744304155117001e-07
Eval function execution count: 7335
States for current turn: 0
Current turn branching factor: 7.6511818834089675
Current turn eval function time: 0.0010442733764648438
Current turn eval function count: 3427
Current turn eval function average time: 3.047193978595984e-07

Move number 4 
Total States for game: 0
Max branching factor for game: 7.6511818834089675
Average states per move for game: 0.0
Average eval function execution time for game: 6.450254767374191e-07
Eval function execution count: 9424
States for current turn: 0
Current turn branching factor: 6.760590176020564
Current turn eval function time: 0.0011317729949951172
Current turn eval function count: 2089
Current turn eval function average time: 5.417774030613294e-07

Move number 5 
Total States for game: 0
Max branching factor for game: 13.551820709114475
Average states per move for game: 0.0
Average eval function execution time for game: 3.017029322029088e-07
Eval function execution count: 43152
States for current turn: 0
Current turn branching factor: 13.551820709114475
Current turn eval function time: 0.006940364837646484
Current turn eval function count: 33728
Current turn eval function average time: 2.0577457417120743e-07

Move number 6 
Total States for game: 0
Max branching factor for game: 13.551820709114475
Average states per move for game: 0.0
Average eval function execution time for game: 3.0249078392624073e-07
Eval function execution count: 47563
States for current turn: 0
Current turn branching factor: 8.149561931127423
Current turn eval function time: 0.0013682842254638672
Current turn eval function count: 4411
Current turn eval function average time: 3.101981921251116e-07

Move number 7 
Total States for game: 0
Max branching factor for game: 13.67938691065711
Average states per move for game: 0.0
Average eval function execution time for game: 2.6040139629817784e-07
Eval function execution count: 82579
States for current turn: 0
Current turn branching factor: 13.67938691065711
Current turn eval function time: 0.0071163177490234375
Current turn eval function count: 35016
Current turn eval function average time: 2.0323045890517013e-07

Move number 8 
Total States for game: 0
Max branching factor for game: 13.67938691065711
Average states per move for game: 0.0
Average eval function execution time for game: 2.841226940575664e-07
Eval function execution count: 96856
States for current turn: 0
Current turn branching factor: 10.930983528477727
Current turn eval function time: 0.006015300750732422
Current turn eval function count: 14277
Current turn eval function average time: 4.2132806266949795e-07

Move number 9 
Total States for game: 0
Max branching factor for game: 13.67938691065711
Average states per move for game: 0.0
Average eval function execution time for game: 2.917547417014114e-07
Eval function execution count: 100877
States for current turn: 0
Current turn branching factor: 7.963124729021313
Current turn eval function time: 0.0019123554229736328
Current turn eval function count: 4021
Current turn eval function average time: 4.7559199775519343e-07

Move number 10 
Total States for game: 0
Max branching factor for game: 13.67938691065711
Average states per move for game: 0.0
Average eval function execution time for game: 3.051127670890141e-07
Eval function execution count: 132425
States for current turn: 0
Current turn branching factor: 13.327324063696826
Current turn eval function time: 0.010973215103149414
Current turn eval function count: 31548
Current turn eval function average time: 3.4782601442720345e-07

Move number 11 
Total States for game: 0
Max branching factor for game: 15.289090337165582
Average states per move for game: 0.0
Average eval function execution time for game: 3.142671599816332e-07
Eval function execution count: 187067
States for current turn: 0
Current turn branching factor: 15.289090337165582
Current turn eval function time: 0.018384456634521484
Current turn eval function count: 54642
Current turn eval function average time: 3.364528500882377e-07

Move number 12 
Total States for game: 0
Max branching factor for game: 15.289090337165582
Average states per move for game: 0.0
Average eval function execution time for game: 3.156353980383469e-07
Eval function execution count: 199524
States for current turn: 0
Current turn branching factor: 10.564607487468285
Current turn eval function time: 0.004187822341918945
Current turn eval function count: 12457
Current turn eval function average time: 3.361822543083363e-07

Move number 13 
Total States for game: 0
Max branching factor for game: 15.289090337165582
Average states per move for game: 0.0
Average eval function execution time for game: 3.0718245499195746e-07
Eval function execution count: 216534
States for current turn: 0
Current turn branching factor: 11.42026228751796
Current turn eval function time: 0.0035386085510253906
Current turn eval function count: 17010
Current turn eval function average time: 2.0803107295857675e-07

Move number 14 
Total States for game: 0
Max branching factor for game: 15.289090337165582
Average states per move for game: 0.0
Average eval function execution time for game: 3.103879569591487e-07
Eval function execution count: 231540
States for current turn: 0
Current turn branching factor: 11.067925712959351
Current turn eval function time: 0.0053517818450927734
Current turn eval function count: 15006
Current turn eval function average time: 3.566427992198303e-07

Move number 15 
Total States for game: 0
Max branching factor for game: 15.289090337165582
Average states per move for game: 0.0
Average eval function execution time for game: 3.095454186631586e-07
Eval function execution count: 280792
States for current turn: 0
Current turn branching factor: 14.897245256256817
Current turn eval function time: 0.015050649642944336
Current turn eval function count: 49252
Current turn eval function average time: 3.0558453754049247e-07

Move number 16 
Total States for game: 0
Max branching factor for game: 15.289090337165582
Average states per move for game: 0.0
Average eval function execution time for game: 3.1285578596675546e-07
Eval function execution count: 298896
States for current turn: 0
Current turn branching factor: 11.59961661144166
Current turn eval function time: 0.006593465805053711
Current turn eval function count: 18104
Current turn eval function average time: 3.641993926786186e-07

Move number 17 
Total States for game: 0
Max branching factor for game: 15.289090337165582
Average states per move for game: 0.0
Average eval function execution time for game: 3.1531680316597896e-07
Eval function execution count: 332259
States for current turn: 0
Current turn branching factor: 13.515006965542609
Current turn eval function time: 0.011255502700805664
Current turn eval function count: 33363
Current turn eval function average time: 3.3736482632873733e-07

Move number 18 
Total States for game: 0
Max branching factor for game: 15.289090337165582
Average states per move for game: 0.0
Average eval function execution time for game: 3.1780979545276474e-07
Eval function execution count: 337775
States for current turn: 0
Current turn branching factor: 8.617991558971763
Current turn eval function time: 0.002581357955932617
Current turn eval function count: 5516
Current turn eval function average time: 4.679764242082337e-07

Move number 19 
Total States for game: 0
Max branching factor for game: 15.289090337165582
Average states per move for game: 0.0
Average eval function execution time for game: 3.1761451910251754e-07
Eval function execution count: 359597
States for current turn: 0
Current turn branching factor: 12.154123301018055
Current turn eval function time: 0.006865024566650391
Current turn eval function count: 21822
Current turn eval function average time: 3.1459190572130836e-07

Move number 20 
Total States for game: 0
Max branching factor for game: 15.289090337165582
Average states per move for game: 0.0
Average eval function execution time for game: 3.193347518357741e-07
Eval function execution count: 376134
States for current turn: 0
Current turn branching factor: 11.34002942861896
Current turn eval function time: 0.0058994293212890625
Current turn eval function count: 16537
Current turn eval function average time: 3.5674120585892617e-07

Move number 21 
Total States for game: 0
Max branching factor for game: 23.84000514711706
Average states per move for game: 0.0
Average eval function execution time for game: 3.1003544162890843e-07
Eval function execution count: 699151
States for current turn: 0
Current turn branching factor: 23.84000514711706
Current turn eval function time: 0.0966489315032959
Current turn eval function count: 323017
Current turn eval function average time: 2.9920695041838636e-07

Move number 22 
Total States for game: 0
Max branching factor for game: 23.84000514711706
Average states per move for game: 0.0
Average eval function execution time for game: 3.1167431460236125e-07
Eval function execution count: 708850
States for current turn: 0
Current turn branching factor: 9.923885386091733
Current turn eval function time: 0.00416874885559082
Current turn eval function count: 9699
Current turn eval function average time: 4.298122337963522e-07

Move number 23 
Total States for game: 0
Max branching factor for game: 23.84000514711706
Average states per move for game: 0.0
Average eval function execution time for game: 2.960061234359512e-07
Eval function execution count: 960571
States for current turn: 0
Current turn branching factor: 22.39906355877416
Current turn eval function time: 0.06340456008911133
Current turn eval function count: 251721
Current turn eval function average time: 2.518842690483167e-07

Move number 24 
Total States for game: 0
Max branching factor for game: 23.84000514711706
Average states per move for game: 0.0
Average eval function execution time for game: 2.9952160337603373e-07
Eval function execution count: 1021376
States for current turn: 0
Current turn branching factor: 15.703079276025507
Current turn eval function time: 0.021589279174804688
Current turn eval function count: 60805
Current turn eval function average time: 3.550576297147387e-07

Move number 25 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.392435679502139e-07
Eval function execution count: 3503789
States for current turn: 0
Current turn branching factor: 39.693419061621356
Current turn eval function time: 0.5323348045349121
Current turn eval function count: 2482413
Current turn eval function average time: 2.1444248178482474e-07

Move number 26 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.397823890497655e-07
Eval function execution count: 3531674
States for current turn: 0
Current turn branching factor: 12.922384591190848
Current turn eval function time: 0.008574247360229492
Current turn eval function count: 27885
Current turn eval function average time: 3.0748600897362354e-07

Move number 27 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.3412718687020388e-07
Eval function execution count: 4057690
States for current turn: 0
Current turn branching factor: 26.93083001029733
Current turn eval function time: 0.10318231582641602
Current turn eval function count: 526016
Current turn eval function average time: 1.961581317420307e-07

Move number 28 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.3500605991240765e-07
Eval function execution count: 4080725
States for current turn: 0
Current turn branching factor: 12.319612680529904
Current turn eval function time: 0.008979558944702148
Current turn eval function count: 23035
Current turn eval function average time: 3.8982239829399386e-07

Move number 29 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.352445568957431e-07
Eval function execution count: 4245759
States for current turn: 0
Current turn branching factor: 20.155489802606805
Current turn eval function time: 0.03979659080505371
Current turn eval function count: 165034
Current turn eval function average time: 2.411417696053765e-07

Move number 30 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.3615262809831671e-07
Eval function execution count: 4272688
States for current turn: 0
Current turn branching factor: 12.810174819817036
Current turn eval function time: 0.010214805603027344
Current turn eval function count: 26929
Current turn eval function average time: 3.7932361406020807e-07

Move number 31 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.3541428282250294e-07
Eval function execution count: 4552203
States for current turn: 0
Current turn branching factor: 22.993298625140632
Current turn eval function time: 0.06264710426330566
Current turn eval function count: 279515
Current turn eval function average time: 2.2412787958895108e-07

Move number 32 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.3768102297508135e-07
Eval function execution count: 4652930
States for current turn: 0
Current turn branching factor: 17.81502658745945
Current turn eval function time: 0.03425955772399902
Current turn eval function count: 100727
Current turn eval function average time: 3.4012288387422464e-07

Move number 33 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.348329940807919e-07
Eval function execution count: 5520501
States for current turn: 0
Current turn branching factor: 30.51941864660995
Current turn eval function time: 0.19048261642456055
Current turn eval function count: 867571
Current turn eval function average time: 2.1955853345093434e-07

Move number 34 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.3543437692158e-07
Eval function execution count: 5552923
States for current turn: 0
Current turn branching factor: 13.418684761959044
Current turn eval function time: 0.010953187942504883
Current turn eval function count: 32422
Current turn eval function average time: 3.378319641757104e-07

Move number 35 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.3507871222590083e-07
Eval function execution count: 5792803
States for current turn: 0
Current turn branching factor: 22.130871170298676
Current turn eval function time: 0.05441570281982422
Current turn eval function count: 239880
Current turn eval function average time: 2.2684551784152166e-07

Move number 36 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.3725671747083988e-07
Eval function execution count: 5902486
States for current turn: 0
Current turn branching factor: 18.198468033200196
Current turn eval function time: 0.03863978385925293
Current turn eval function count: 109683
Current turn eval function average time: 3.5228598651799213e-07

Move number 37 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.3553575430321983e-07
Eval function execution count: 7900959
States for current turn: 0
Current turn branching factor: 37.59885082362844
Current turn eval function time: 0.4605538845062256
Current turn eval function count: 1998473
Current turn eval function average time: 2.304528930369465e-07

Move number 38 
Total States for game: 0
Max branching factor for game: 39.693419061621356
Average states per move for game: 0.0
Average eval function execution time for game: 2.3652968739684358e-07
Eval function execution count: 7985019
States for current turn: 0
Current turn branching factor: 17.02736110735864
Current turn eval function time: 0.02773571014404297
Current turn eval function count: 84060
Current turn eval function average time: 3.2995134599147003e-07

Move number 39 
Total States for game: 0
Max branching factor for game: 41.561671901849266
Average states per move for game: 0.0
Average eval function execution time for game: 2.3480727339715086e-07
Eval function execution count: 10968835
States for current turn: 0
Current turn branching factor: 41.561671901849266
Current turn eval function time: 0.6868681907653809
Current turn eval function count: 2983816
Current turn eval function average time: 2.301979045508774e-07

Move number 40 
Total States for game: 0
Max branching factor for game: 41.561671901849266
Average states per move for game: 0.0
Average eval function execution time for game: 2.3530312084817804e-07
Eval function execution count: 11025333
States for current turn: 0
Current turn branching factor: 15.41729805806595
Current turn eval function time: 0.01873302459716797
Current turn eval function count: 56498
Current turn eval function average time: 3.3156969445233407e-07

Move number 41 
Total States for game: 0
Max branching factor for game: 41.561671901849266
Average states per move for game: 0.0
Average eval function execution time for game: 2.3430175020472699e-07
Eval function execution count: 11508214
States for current turn: 0
Current turn branching factor: 26.360887601813065
Current turn eval function time: 0.10209941864013672
Current turn eval function count: 482881
Current turn eval function average time: 2.114380533509016e-07

Move number 42 
Total States for game: 0
Max branching factor for game: 41.561671901849266
Average states per move for game: 0.0
Average eval function execution time for game: 2.3508022656110608e-07
Eval function execution count: 11607359
States for current turn: 0
Current turn branching factor: 17.744660894688987
Current turn eval function time: 0.03226590156555176
Current turn eval function count: 99145
Current turn eval function average time: 3.2544154082961076e-07

Move number 43 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3337574237688485e-07
Eval function execution count: 14784889
States for current turn: 0
Current turn branching factor: 42.220406936319655
Current turn eval function time: 0.7217738628387451
Current turn eval function count: 3177530
Current turn eval function average time: 2.2714934645424122e-07

Move number 44 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.336507117750018e-07
Eval function execution count: 14827418
States for current turn: 0
Current turn branching factor: 14.360557253040543
Current turn eval function time: 0.014002323150634766
Current turn eval function count: 42529
Current turn eval function average time: 3.2924176798501647e-07

Move number 45 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3368148196220514e-07
Eval function execution count: 15152028
States for current turn: 0
Current turn branching factor: 23.869343460695255
Current turn eval function time: 0.07631158828735352
Current turn eval function count: 324610
Current turn eval function average time: 2.350869914277241e-07

Move number 46 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.338412488064475e-07
Eval function execution count: 15176693
States for current turn: 0
Current turn branching factor: 12.531996933758519
Current turn eval function time: 0.008188486099243164
Current turn eval function count: 24665
Current turn eval function average time: 3.3198808429933767e-07

Move number 47 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.343594704534392e-07
Eval function execution count: 15241347
States for current turn: 0
Current turn branching factor: 15.945893152515486
Current turn eval function time: 0.023017168045043945
Current turn eval function count: 64654
Current turn eval function average time: 3.560053213265064e-07

Move number 48 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3438323091915622e-07
Eval function execution count: 15244238
States for current turn: 0
Current turn branching factor: 7.332668016150755
Current turn eval function time: 0.001039743423461914
Current turn eval function count: 2891
Current turn eval function average time: 3.5964836508540783e-07

Move number 49 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3581473947581457e-07
Eval function execution count: 15725333
States for current turn: 0
Current turn branching factor: 26.336478903479545
Current turn eval function time: 0.13527154922485352
Current turn eval function count: 481095
Current turn eval function average time: 2.8117429868290776e-07

Move number 50 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.36053201549961e-07
Eval function execution count: 15769804
States for current turn: 0
Current turn branching factor: 14.521758960361028
Current turn eval function time: 0.014247417449951172
Current turn eval function count: 44471
Current turn eval function average time: 3.2037546828160313e-07

Move number 51 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3654562884123152e-07
Eval function execution count: 16440626
States for current turn: 0
Current turn branching factor: 28.618826665162246
Current turn eval function time: 0.16644549369812012
Current turn eval function count: 670822
Current turn eval function average time: 2.4812169800352423e-07

Move number 52 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3658659587051705e-07
Eval function execution count: 16443224
States for current turn: 0
Current turn branching factor: 7.139368301852667
Current turn eval function time: 0.0012881755828857422
Current turn eval function count: 2598
Current turn eval function average time: 4.958335576927414e-07

Move number 53 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3693650454939216e-07
Eval function execution count: 16504267
States for current turn: 0
Current turn branching factor: 15.718422831967628
Current turn eval function time: 0.020216941833496094
Current turn eval function count: 61043
Current turn eval function average time: 3.3119181287774345e-07

Move number 54 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3715785418540094e-07
Eval function execution count: 16541274
States for current turn: 0
Current turn branching factor: 13.869824634427157
Current turn eval function time: 0.01242971420288086
Current turn eval function count: 37007
Current turn eval function average time: 3.3587467784151265e-07

Move number 55 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.367373058542772e-07
Eval function execution count: 16867961
States for current turn: 0
Current turn branching factor: 23.907433871786445
Current turn eval function time: 0.07038259506225586
Current turn eval function count: 326687
Current turn eval function average time: 2.1544351340045932e-07

Move number 56 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3691963179647195e-07
Eval function execution count: 16880597
States for current turn: 0
Current turn branching factor: 10.602356529148185
Current turn eval function time: 0.006069183349609375
Current turn eval function count: 12636
Current turn eval function average time: 4.803089070599378e-07

Move number 57 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.367770114061311e-07
Eval function execution count: 17010170
States for current turn: 0
Current turn branching factor: 18.972677672028045
Current turn eval function time: 0.028272390365600586
Current turn eval function count: 129573
Current turn eval function average time: 2.181966178571198e-07

Move number 58 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3692197460909217e-07
Eval function execution count: 17030166
States for current turn: 0
Current turn branching factor: 11.891476501869239
Current turn eval function time: 0.007203340530395508
Current turn eval function count: 19996
Current turn eval function average time: 3.602390743346423e-07

Move number 59 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.36557608754279e-07
Eval function execution count: 17497589
States for current turn: 0
Current turn branching factor: 26.1473403286731
Current turn eval function time: 0.10436725616455078
Current turn eval function count: 467423
Current turn eval function average time: 2.2328224363061035e-07

Move number 60 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3677362482131818e-07
Eval function execution count: 17517368
States for current turn: 0
Current turn branching factor: 11.859082289444093
Current turn eval function time: 0.008462905883789062
Current turn eval function count: 19779
Current turn eval function average time: 4.278732940891381e-07

Move number 61 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.36479445624931e-07
Eval function execution count: 19568527
States for current turn: 0
Current turn branching factor: 37.84424380924535
Current turn eval function time: 0.4799036979675293
Current turn eval function count: 2051159
Current turn eval function average time: 2.3396708785985352e-07

Move number 62 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3653489724516447e-07
Eval function execution count: 19573497
States for current turn: 0
Current turn branching factor: 8.396322226311844
Current turn eval function time: 0.0022606849670410156
Current turn eval function count: 4970
Current turn eval function average time: 4.548661905515122e-07

Move number 63 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.3656804942516387e-07
Eval function execution count: 19748034
States for current turn: 0
Current turn branching factor: 20.43957572718655
Current turn eval function time: 0.04193878173828125
Current turn eval function count: 174537
Current turn eval function average time: 2.4028590922429774e-07

Move number 64 
Total States for game: 0
Max branching factor for game: 42.220406936319655
Average states per move for game: 0.0
Average eval function execution time for game: 2.366539407089143e-07
Eval function execution count: 19759155
States for current turn: 0
Current turn branching factor: 10.269184584249118
Current turn eval function time: 0.004328012466430664
Current turn eval function count: 11121
Current turn eval function average time: 3.8917475644552327e-07

Move number 65 
Total States for game: 0
